AccSpeciesName,TraitName,ValueKindName,StdValue,UnitName
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.2448108,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,23.61266667,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.266883333,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,1846.38,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.50277,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.3101562,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,18.81266667,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.28009,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,2112.51,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.74308,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.2845745,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,18.359,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.29998,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,540.6,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,11.12346,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.36,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,17.59666667,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.314843333,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,557.43,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,13.05457,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.3752197,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,16.82033333,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.28884,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,3010.13,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,21.74949,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.2432337,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,26.38233333,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.21715,g g-1
Stellaria media,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.107995797,g g-1
Stellaria media,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Minimum,0.0925,g g-1
Stellaria media,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Maximum,0.135,g g-1
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Mean,23,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.2,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,26.7,mg/g
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,32.46753247,mm2 mg-1
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Single,39.5,mg/g
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.26763,g g-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.37,mm2 mg-1
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.26763,g g-1
Vulpia myuros,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.32875,g g-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.14,mm2 mg-1
Vulpia myuros,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.32875,g g-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.20511111,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,33.2818,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.80233333,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.8849,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,36.8254,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,36.4468,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,26.8052,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,29.58277778,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,35.8271,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.146,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,38.3965,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.3389,mm2 mg-1
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.288840163,g g-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,19.83574655,mg/g
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.288840163,g g-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.74019297,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,25.40940378,mg/g
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,44.23133385,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.90771857,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,31.10111002,mg/g
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,35.88464209,mm2 mg-1
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Single,40.43831184,mg/g
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,21.59508041,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,13.2765,mm2 mg-1
Clarkia purpurea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14.84,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.80367,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.53,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,32.7,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.53,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,32.7,mg/g
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,22.15156295,mm2 mg-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,25.73333333,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.48925745,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,25.78333333,mg/g
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,27.3520469,mm2 mg-1
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Single,22.93333333,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.49563608,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,23.21111111,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,32.49093324,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,36.23333333,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.91698263,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,26.15,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,32.08756143,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,18.55555556,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.7,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,21.4,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,26.19,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,30.91,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.93,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,47.86,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,26.19,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,19.77,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.93,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,27.31,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.93,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,27.25,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,26.19,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.93,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,19.41,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,29.91,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,29.91,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,23.32,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,29.91,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,22.97,mg/g
Stellaria,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,36,mm2 mg-1
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.240619954,g g-1
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,20.2896678,mm2 mg-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,25.33333333,mg/g
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.240619954,g g-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.186372969,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.88555691,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,29.16666667,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.186372969,g g-1
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.240658599,g g-1
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.10570031,mm2 mg-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,28.16666667,mg/g
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.240658599,g g-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.189169642,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,27.42834233,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,33.16666667,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.189169642,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,33.24574347,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,36.28016338,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,22.472,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,28.31869,mg/g
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,29.07038,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.33333332,mm2 mg-1
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,39.11764706,mm2 mg-1
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.14130435,mm2 mg-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,21.13,mg/g
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,18.24,mg/g
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Single,34.05,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.45969328,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.01158156,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,26.09970674,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.09558606,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,22.67578542,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.62004175,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.43171806,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14.31275136,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.21088244,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14.87101669,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.34074823,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,20.23622047,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.209035304,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.02145923,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14.57550714,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.33664401,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,13.59854787,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.19727891,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,20.09359047,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.88793103,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.95238095,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.01775748,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14.56273764,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,13.78626592,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,13.94413408,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.15328467,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.63677639,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.62230835,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.49755621,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,22.29028306,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.1150089,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.46716775,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.51930759,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.309264608,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.63530297,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,9.892404776,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,6.105672691,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.19457014,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.63871763,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.71855556,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.80354302,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.66337227,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.47032859,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.54435378,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,11.72066908,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.83965988,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,11.42271663,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.11222397,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.613166382,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.03783319,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14.74682576,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.50227894,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.56865097,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.00556715,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.74286042,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.35959158,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.75573353,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,20.88032012,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.66666667,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.41277156,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,7.132963989,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,7.747892413,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.091603053,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.24489796,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.64450867,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.44289694,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,9.40106141,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,7.112485504,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.139894769,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,17.54385965,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.18348624,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.800880088,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,9.65034965,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,8.270676692,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,7.749576988,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.63907044,mm2 mg-1
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,10.91901729,mm2 mg-1
