AccSpeciesName,TraitName,ValueKindName,StdValue,UnitName
Festuca arundinacea,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,3162,mm2
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Phacelia congdonii,Seed dry mass,Single,0.498,mg
Stellaria media,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Phacelia congdonii,Seed dry mass,Single,0.498,mg
Phacelia congdonii,Seed dry mass,Single,0.498,mg
Stellaria media,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Stellaria neglecta,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Stellaria pallida,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Vulpia myuros,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,32,mm2
Claytonia perfoliata,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Phacelia congdonii,Seed dry mass,Single,0.498,mg
Claytonia perfoliata,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Festuca arundinacea,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,3162,mm2
Vulpia myuros,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,32,mm2
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,316,mm2
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,3162,mm2
Phacelia congdonii,Seed dry mass,Single,0.498,mg
Phacelia congdonii,Seed dry mass,Single,0.498,mg
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Class mean,3162,mm2
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,44.4,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.45969328,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,239.5,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.01158156,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,26.7,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,26.09970674,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,163,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.09558606,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,106.1,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,22.67578542,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,42.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.62004175,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,37.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.43171806,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,302.5,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.31275136,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,57.5,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.21088244,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,9.8,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.87101669,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,34.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.34074823,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,154.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,20.23622047,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,76.5,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.209035304,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,42,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.02145923,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,38.8,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.57550714,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,47.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.33664401,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,89.9,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.59854787,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,10.7,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.19727891,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,141.7,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,20.09359047,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,33.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.88793103,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,26.7,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.95238095,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,29.6,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.01775748,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,153.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.56273764,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,132.1,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.78626592,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,124.8,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.94413408,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,79.9,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.15328467,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,86.5,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,19.63677639,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,145.1,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.62230835,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,35.8,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.49755621,mm2 mg-1
Claytonia perfoliata,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,691.4,mm2
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,22.29028306,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,210.2,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.1150089,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,433.1,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.46716775,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,292.3,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.51930759,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,112.2,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.309264608,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,176.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.63530297,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,217.9,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.892404776,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,97.3,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,6.105672691,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,155.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.19457014,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,164,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.63871763,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,339.1,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,19.71855556,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,390.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.80354302,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,156.9,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.66337227,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,119.1,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,19.47032859,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,281.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.54435378,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,100.2,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,11.72066908,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,260.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.83965988,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,390.2,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,11.42271663,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,167.6,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.11222397,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,45.4,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.613166382,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,126,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.03783319,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,96.4,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.74682576,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,76.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.50227894,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,199.1,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.56865097,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,46,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.00556715,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,154.7,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.74286042,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,286.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.35959158,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,195.1,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.75573353,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,114.8,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,20.88032012,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,76,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.66666667,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,52.9,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.41277156,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,20.6,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,7.132963989,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,19.3,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,7.747892413,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,10.6,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.091603053,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,18,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.24489796,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,17.5,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.64450867,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,34.9,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,19.44289694,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,12.4,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.40106141,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,18.4,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,7.112485504,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,78.9,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.139894769,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,22,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.54385965,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,11.1,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.18348624,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,16,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.800880088,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,13.8,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.65034965,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,26.4,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.270676692,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,22.9,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,7.749576988,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,29.3,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.63907044,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,24,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.91901729,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,19.1,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.37170805,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,14.9,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.454314721,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,21.4,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,6.504559271,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,29.4,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,5.464684015,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,5.1,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.471760797,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,15.6,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.420289855,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,9.2,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.558139535,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,5,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.727626459,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,9.5,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,8.636363636,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,31.1,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,6.412371134,mm2 mg-1
Vulpia myuros,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,25.5,mm2
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,7.8125,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,69.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.67345208,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,27.1,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,9.360967185,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,37.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.8443735,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,52.4,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,23.10405644,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,33.8,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.69902462,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,23.5,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.85695007,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,45.1,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.28813559,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,40.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.01251739,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,54.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,11.37938274,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,16.9,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.001657,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,31.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.53167555,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,31.4,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,11.44732045,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,70,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.29787234,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,14.7,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,19.81132075,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,23.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.05380238,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,88.9,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.74830445,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,34,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,10.84875558,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,22.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.40912436,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,26.8,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.09386282,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,25.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.06451613,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,22,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.70207852,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,33,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.45637584,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,78.6,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.32215743,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,22.2,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.01949107,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,22.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,11.26831733,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,27.3,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.125,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,105.1,mm2
